Timestamp;FrameCount;Manufacturer;Name;SerialNumber;Acceleration;AngularAcceleration;AngularVelocity;Position;Rotation;Velocity;IsTracked
2023-03-01T18:49:49.758542;37;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(-0.01444258,0.1168165,0.03516384);(0.02085831,1.207481,0.1901319);(0.01927913,-0.1966287,-0.02484716,-0.9799735);(0.01562798,-0.005883048,-0.007918796);True
2023-03-01T18:49:49.790540;38;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(-0.07183541,0.005640493,-0.06881967);(0.01916248,1.207633,0.1901728);(0.01828401,-0.1985553,-0.02748869,-0.9795336);(-0.01592377,-0.0004390683,-0.007318555);True
2023-03-01T18:49:49.815541;39;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(0.007320603,-0.0206679,-0.08183931);(0.01832457,1.207548,0.1906064);(0.01997155,-0.1991439,-0.02861334,-0.9793489);(-0.01815037,-0.00172725,-0.005487083);True
2023-03-01T18:49:49.845540;40;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(-0.01516891,-0.02648252,0.01972958);(0.01911825,1.207458,0.1906473);(0.01919506,-0.2000409,-0.02700331,-0.9792272);(0.01326703,-0.00408034,-0.01140964);True
2023-03-01T18:49:49.846540;40;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(-0.01516891,-0.02648252,0.01972958);(0.01911825,1.207458,0.1906473);(0.01919506,-0.2000409,-0.02700331,-0.9792272);(0.01326703,-0.00408034,-0.01140964);True
2023-03-01T18:49:49.879542;41;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(-0.0008369305,0.01765763,0.08025303);(0.02025309,1.207628,0.1904735);(0.01912007,-0.1993497,-0.02527273,-0.9794158);(0.02668502,-0.002175833,-0.01015125);True
2023-03-01T18:49:49.880543;41;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(-0.0008369305,0.01765763,0.08025303);(0.02025309,1.207628,0.1904735);(0.01912007,-0.1993497,-0.02527273,-0.9794158);(0.02668502,-0.002175833,-0.01015125);True
2023-03-01T18:49:49.902543;42;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(0.004665077,0.02493645,0.02471283);(0.01989768,1.207752,0.1908072);(0.01928168,-0.1990181,-0.02580868,-0.9794662);(0.01092205,0.0001836846,-0.004305696);True
2023-03-01T18:49:49.925544;43;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(0.00297828,-0.003300058,-0.01397687);(0.01946757,1.20793,0.1906049);(0.0192373,-0.1997198,-0.02664179,-0.9793019);(-0.002617175,0.003574531,-0.003732605);True
2023-03-01T18:49:49.957540;44;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(0.0004910968,-0.009131839,-0.05428652);(0.01856779,1.207836,0.1909257);(0.01913441,-0.2000563,-0.0284494,-0.9791843);(-0.009430263,0.002198865,-0.003308971);True
2023-03-01T18:49:49.958541;44;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(0.0004910968,-0.009131839,-0.05428652);(0.01856779,1.207836,0.1909257);(0.01913441,-0.2000563,-0.0284494,-0.9791843);(-0.009430263,0.002198865,-0.003308971);True
2023-03-01T18:49:49.991540;45;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(0.006807409,-0.008300865,0.002986249);(0.0190053,1.207703,0.1908282);(0.01899953,-0.2004218,-0.02789389,-0.9791282);(0.009869081,-0.0001326202,-0.006875879);True
2023-03-01T18:49:50.013541;46;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(0.01616039,-0.0009957539,0.04614403);(0.01959649,1.207651,0.190983);(0.01892889,-0.2004083,-0.02661872,-0.9791679);(0.01978782,-0.0004017181,-0.006336503);True
