,Matrix
335,"[[-0.27675472 -0.15501473  0.94835506]
 [ 0.0238209  -0.9877063  -0.15449539]
 [ 0.96064533 -0.02016666  0.27704506]]"
336,"[[-0.27790379 -0.15646856  0.94778005]
 [ 0.02424167 -0.98747321 -0.15591345]
 [ 0.96030296 -0.02035317  0.27821553]]"
337,"[[-0.27865635 -0.15730685  0.94742028]
 [ 0.02430455 -0.98733359 -0.15678545]
 [ 0.96008329 -0.02066264  0.27895004]]"
338,"[[-0.27901884 -0.15766019  0.94725488]
 [ 0.02396902 -0.9872664  -0.15725948]
 [ 0.95998647 -0.02117359  0.27924496]]"
339,"[[-0.28017856 -0.15873882  0.94673227]
 [ 0.0244404  -0.98709284 -0.15827313]
 [ 0.95963673 -0.02120623  0.28044191]]"
340,"[[-0.28119255 -0.15929469  0.94633819]
 [ 0.02392464 -0.98698421 -0.15902762]
 [ 0.95935311 -0.02207659  0.28134371]]"
341,"[[-0.2820234  -0.1606114   0.94586831]
 [ 0.02420163 -0.98676514 -0.16033978]
 [ 0.95910227 -0.02232802  0.28217804]]"
342,"[[-0.28310851 -0.16166025  0.9453653 ]
 [ 0.0246307  -0.98659244 -0.16133406]
 [ 0.95877156 -0.02239004  0.28329454]]"
343,"[[-0.28367007 -0.16199163  0.94514026]
 [ 0.02425805 -0.98652471 -0.161804  ]
 [ 0.95861512 -0.0229717   0.28377727]]"
344,"[[-0.28445586 -0.16303706  0.94472422]
 [ 0.02462112 -0.98635062 -0.1628074 ]
 [ 0.95837297 -0.02305135  0.28458748]]"
345,"[[-0.28266317 -0.17378082  0.9433461 ]
 [ 0.02495848 -0.98445147 -0.17387462]
 [ 0.95889453 -0.02560348  0.28260563]]"
346,"[[-0.28207421 -0.18137211  0.94209249]
 [ 0.02569708 -0.98304369 -0.18156202]
 [ 0.95904837 -0.02700493  0.28195196]]"
347,"[[-0.28257903 -0.18142769  0.94193055]
 [ 0.02566276 -0.98302925 -0.18164501]
 [ 0.95890072 -0.02715654  0.2824395 ]]"
348,"[[-0.28406342 -0.18718401  0.94035642]
 [ 0.02640297 -0.98191343 -0.18748038]
 [ 0.95844193 -0.02842812  0.28386801]]"
349,"[[-0.28549138 -0.18721251  0.93991827]
 [ 0.02642901 -0.98190004 -0.18754688]
 [ 0.9580169  -0.02870193  0.28527212]]"
350,"[[-0.28594086 -0.19148401  0.93892043]
 [ 0.02661904 -0.98104025 -0.19196731]
 [ 0.95787741 -0.02989812  0.28561643]]"
351,"[[-0.28704291 -0.19558005  0.93773919]
 [ 0.02719606 -0.98020428 -0.19611206]
 [ 0.95753157 -0.03078977  0.28667966]]"
352,"[[-0.2874202  -0.19531757  0.93767834]
 [ 0.02699119 -0.98024999 -0.19591178]
 [ 0.95742419 -0.03099994  0.28701548]]"
353,"[[-0.28842179 -0.19895892  0.93660462]
 [ 0.02754388 -0.97949281 -0.19958751]
 [ 0.95710721 -0.03176766  0.28798719]]"
354,"[[-0.28985562 -0.19901086  0.93615088]
 [ 0.02717266 -0.97945901 -0.19980416]
 [ 0.95668461 -0.03247666  0.28930945]]"
355,"[[-0.29040962 -0.20145807  0.93545543]
 [ 0.02718957 -0.97892962 -0.20237966]
 [ 0.95651604 -0.03333836  0.28976809]]"
356,"[[-0.29132296 -0.20424105  0.93456758]
 [ 0.02781799 -0.97833822 -0.20513531]
 [ 0.95622023 -0.03376283  0.290694  ]]"
357,"[[-0.2920795  -0.20390592  0.93440456]
 [ 0.02737308 -0.97839001 -0.20494805]
 [ 0.95600221 -0.03428359  0.29134913]]"
358,"[[-0.29259014 -0.20645108  0.93368576]
 [ 0.02788942 -0.97784267 -0.20747507]
 [ 0.95583122 -0.03466522  0.29186512]]"
359,"[[-0.29337486 -0.20836942  0.93301303]
 [ 0.02794715 -0.97740985 -0.20949689]
 [ 0.95558887 -0.03538606  0.29257072]]"
360,"[[-0.29434894 -0.20792342  0.93280573]
 [ 0.02742091 -0.97748211 -0.20922911]
 [ 0.95530454 -0.03600798  0.29342224]]"
361,"[[-0.29477323 -0.20810675  0.93263084]
 [ 0.02725924 -0.97743123 -0.20948775]
 [ 0.95517833 -0.03632857  0.29379334]]"
362,"[[-0.29541331 -0.20971913  0.93206699]
 [ 0.02718905 -0.9770592  -0.21122517]
 [ 0.95498259 -0.03705671  0.29433838]]"
363,"[[-0.29674944 -0.21133262  0.93127779]
 [ 0.02704423 -0.97667419 -0.21301674]
 [ 0.95457237 -0.03802691  0.29554289]]"
364,"[[-0.29759888 -0.21171334  0.93092017]
 [ 0.02719423 -0.97658523 -0.21340514]
 [ 0.95430361 -0.03819348  0.29638806]]"
365,"[[-0.29831654 -0.21278648  0.93044563]
 [ 0.02711246 -0.97632853 -0.21458686]
 [ 0.95408179 -0.03878813  0.297024  ]]"
366,"[[-0.29850315 -0.2145829   0.92997306]
 [ 0.02728157 -0.97591749 -0.21642728]
 [ 0.95401856 -0.03923308  0.29716837]]"
367,"[[-0.29962824 -0.21475943  0.92957048]
 [ 0.02695705 -0.97585203 -0.21676284]
 [ 0.95367511 -0.03988979  0.29818209]]"
368,"[[-0.30058332 -0.21576276  0.92902971]
 [ 0.02692273 -0.97560655 -0.2178693 ]
 [ 0.95337555 -0.04047588  0.29906014]]"
369,"[[-0.30083015 -0.2160328   0.92888696]
 [ 0.02693281 -0.97554114 -0.21816074]
 [ 0.95329732 -0.04061178  0.29929046]]"
370,"[[-0.30153482 -0.21695902  0.9284425 ]
 [ 0.02687014 -0.97531324 -0.21918505]
 [ 0.95307643 -0.04114454  0.29992053]]"
371,"[[-0.30202175 -0.21831888  0.92796536]
 [ 0.02688985 -0.97498691 -0.22062971]
 [ 0.95292171 -0.04168212  0.30033778]]"
372,"[[-0.30278462 -0.21824271  0.92773467]
 [ 0.02647162 -0.9749786  -0.22071696]
 [ 0.95269132 -0.04227106  0.30098581]]"
373,"[[-0.30285323 -0.21938787  0.92744202]
 [ 0.02688489 -0.97472305 -0.22179307]
 [ 0.95265783 -0.04223655  0.30109598]]"
374,"[[-0.30396085 -0.21927299  0.92710693]
 [ 0.02653836 -0.97472323 -0.22183403]
 [ 0.95231487 -0.04282497  0.30209698]]"
375,"[[-0.30465137 -0.22001874  0.92670352]
 [ 0.02658329 -0.97453898 -0.22263671]
 [ 0.95209295 -0.04319177  0.30274362]]"
376,"[[-0.30500293 -0.22143786  0.92624966]
 [ 0.0269026  -0.97420755 -0.22404441]
 [ 0.95197133 -0.04341567  0.30309333]]"
377,"[[-0.30586847 -0.22148352  0.92595338]
 [ 0.02633947 -0.97416093 -0.22431388]
 [ 0.95170943 -0.04422144  0.30379905]]"
378,"[[-0.30597778 -0.22245323  0.92568468]
 [ 0.02691876 -0.97395115 -0.22515446]
 [ 0.951658   -0.04397397  0.30399554]]"
379,"[[-0.30714163 -0.22259603  0.92526486]
 [ 0.02644944 -0.97388128 -0.22551206]
 [ 0.95129621 -0.04479141  0.30500705]]"
380,"[[-0.30776925 -0.2230773   0.92494026]
 [ 0.02646668 -0.97375739 -0.22604436]
 [ 0.95109278 -0.04508939  0.30559652]]"
381,"[[-0.30834967 -0.22428105  0.92445575]
 [ 0.02699781 -0.97348084 -0.22716992]
 [ 0.95088986 -0.04508948  0.30622749]]"
382,"[[-0.30892385 -0.22416734  0.92429171]
 [ 0.02653555 -0.97347999 -0.22722802]
 [ 0.95071658 -0.04566958  0.30667974]]"
383,"[[-0.3091802  -0.22527152  0.92393739]
 [ 0.0268212  -0.97321854 -0.22831183]
 [ 0.95062515 -0.04580838  0.30694188]]"
384,"[[-0.30981219 -0.22593622  0.92356334]
 [ 0.02682565 -0.97304664 -0.22904284]
 [ 0.95041928 -0.04618508  0.30752261]]"
385,"[[-0.31075376 -0.22596898  0.92323894]
 [ 0.0266683  -0.97301943 -0.22917679]
 [ 0.95011627 -0.04659634  0.30839569]]"
386,"[[-0.31104257 -0.22702236  0.92288322]
 [ 0.02702439 -0.97277127 -0.23018634]
 [ 0.95001173 -0.0466574   0.30870853]]"
387,"[[-0.31188361 -0.22717638  0.92256141]
 [ 0.02674933 -0.97270886 -0.230482  ]
 [ 0.94974372 -0.04720567  0.30944884]]"
388,"[[-0.31227297 -0.22807285  0.92220844]
 [ 0.02707575 -0.97249582 -0.23134127]
 [ 0.94960652 -0.04727215  0.30985946]]"
389,"[[-0.31272376 -0.22911481  0.92179729]
 [ 0.02728094 -0.97223837 -0.23239687]
 [ 0.94945226 -0.04752852  0.3102925 ]]"
390,"[[-0.31286295 -0.22927039  0.92171135]
 [ 0.02714826 -0.9721907  -0.2326117 ]
 [ 0.94941018 -0.04775272  0.31038665]]"
391,"[[-0.31386313 -0.23005891  0.92117466]
 [ 0.02758725 -0.9720007  -0.23335291]
 [ 0.94906733 -0.04782819  0.31142177]]"
392,"[[-0.31465759 -0.23028129  0.920848  ]
 [ 0.02723214 -0.97191607 -0.2337468 ]
 [ 0.94881448 -0.04847353  0.31209169]]"
393,"[[-0.31518721 -0.23116887  0.92044435]
 [ 0.02753875 -0.97169909 -0.23461136]
 [ 0.94862978 -0.04859859  0.31263298]]"
394,"[[-0.31559874 -0.23207678  0.92007485]
 [ 0.02740093 -0.9714546  -0.23563773]
 [ 0.948497   -0.04915606  0.31294886]]"
395,"[[-0.31601601 -0.23210257  0.91992505]
 [ 0.02714751 -0.97142925 -0.23577154]
 [ 0.94836528 -0.04953388  0.31328793]]"
396,"[[-0.31667488 -0.2331007   0.91944607]
 [ 0.02731041 -0.97117247 -0.2368083 ]
 [ 0.94814089 -0.04988079  0.31391199]]"
397,"[[-0.31721954 -0.23334463  0.91919638]
 [ 0.02675205 -0.97107251 -0.23728147]
 [ 0.9479747  -0.05067992  0.31428553]]"
398,"[[-0.31793335 -0.23405503  0.91876912]
 [ 0.02722918 -0.97090448 -0.23791399]
 [ 0.94772202 -0.05062347  0.31505614]]"
399,"[[-0.31929261 -0.23489686  0.91808266]
 [ 0.02764547 -0.97068943 -0.23874203]
 [ 0.94725289 -0.05084775  0.3164279 ]]"
400,"[[-0.31957968 -0.23497805  0.91796191]
 [ 0.02772908 -0.97066879 -0.23881623]
 [ 0.94715355 -0.05086657  0.31672162]]"
401,"[[-0.31984004 -0.23588988  0.91763726]
 [ 0.02766012 -0.97042365 -0.23981837]
 [ 0.94706763 -0.05132154  0.31690482]]"
402,"[[-0.31980126 -0.23708056  0.91734402]
 [ 0.02840639 -0.97015262 -0.24082562]
 [ 0.94705878 -0.05095792  0.31699077]]"
403,"[[-0.32041897 -0.23798526  0.91689407]
 [ 0.02857519 -0.96991493 -0.24176122]
 [ 0.94684486 -0.05126446  0.31757968]]"
404,"[[-0.32108818 -0.23872256  0.91646828]
 [ 0.02852754 -0.96970793 -0.24259578]
 [ 0.94661964 -0.05175007  0.3181722 ]]"
405,"[[-0.32103131 -0.2395134   0.91628172]
 [ 0.0293169  -0.96954207 -0.24316393]
 [ 0.94661469 -0.05120069  0.3182751 ]]"
406,"[[-0.32145413 -0.23960486  0.91610955]
 [ 0.02873672 -0.96948005 -0.24348025]
 [ 0.94648899 -0.05194174  0.31852876]]"
407,"[[-0.32119973 -0.24044412  0.91597891]
 [ 0.02897877 -0.96927361 -0.24427218]
 [ 0.94656799 -0.05191622  0.3182982 ]]"
408,"[[-0.32145448 -0.24170172  0.91555857]
 [ 0.02952903 -0.96896379 -0.2454327 ]
 [ 0.94646461 -0.05185992  0.31861527]]"
409,"[[-0.32210803 -0.24165187  0.91534185]
 [ 0.02930416 -0.96895515 -0.24549375]
 [ 0.94624922 -0.05225217  0.3191895 ]]"
410,"[[-0.32327417 -0.24289029  0.91460276]
 [ 0.02986283 -0.96863563 -0.24668449]
 [ 0.94583409 -0.05243411  0.3203884 ]]"
411,"[[-0.32386271 -0.24309648  0.91433963]
 [ 0.02966767 -0.96856026 -0.24700376]
 [ 0.94563877 -0.05286897  0.32089253]]"
412,"[[-0.32439423 -0.24404091  0.91389962]
 [ 0.02980996 -0.96830447 -0.24798756]
 [ 0.94545219 -0.05320243  0.32138738]]"
413,"[[-0.32518724 -0.24459117  0.91347052]
 [ 0.03006771 -0.96815734 -0.24853029]
 [ 0.9451715  -0.05335291  0.32218667]]"
414,"[[-0.32529017 -0.24513897  0.91328714]
 [ 0.03007025 -0.96800666 -0.24911622]
 [ 0.94513613 -0.05357231  0.32225475]]"
415,"[[-0.32605368 -0.24547726  0.91292387]
 [ 0.02998588 -0.96789762 -0.24954968]
 [ 0.94487561 -0.05399178  0.32294753]]"
416,"[[-0.32695226 -0.24601538  0.9124575 ]
 [ 0.03003776 -0.96773917 -0.2501572 ]
 [ 0.94456338 -0.05438129  0.32379431]]"
417,"[[-0.32753113 -0.24678831  0.91204112]
 [ 0.03000645 -0.96751585 -0.2510233 ]
 [ 0.94436386 -0.05485085  0.32429698]]"
418,"[[-0.32838962 -0.24712406  0.9116413 ]
 [ 0.03000801 -0.96740965 -0.25143207]
 [ 0.9440655  -0.05521113  0.32510284]]"
419,"[[-0.32904112 -0.24779967  0.911223  ]
 [ 0.03022533 -0.96722521 -0.25211471]
 [ 0.9438318  -0.0554141   0.32574684]]"
420,"[[-0.32962452 -0.24876756  0.91074828]
 [ 0.03079931 -0.96698107 -0.25298025]
 [ 0.94360963 -0.05533808  0.32640261]]"
421,"[[-0.33056786 -0.24912239  0.91030918]
 [ 0.0307628  -0.9668648  -0.25342868]
 [ 0.94328066 -0.05577169  0.32727794]]"
422,"[[-0.33127308 -0.24933091  0.90999572]
 [ 0.03054522 -0.96678211 -0.25377026]
 [ 0.94304035 -0.05627124  0.32788472]]"
423,"[[-0.33214713 -0.24965605  0.90958797]
 [ 0.03044442 -0.96667068 -0.25420651]
 [ 0.94273621 -0.05674211  0.32867774]]"
424,"[[-0.3324272  -0.25026328  0.90931869]
 [ 0.030867   -0.96652147 -0.25472237]
 [ 0.94262369 -0.05660871  0.32902296]]"
425,"[[-0.33340247 -0.2505764   0.9088752 ]
 [ 0.0306323  -0.96640295 -0.25519991]
 [ 0.94228676 -0.05724332  0.32987668]]"
426,"[[-0.33380547 -0.25143405  0.90849039]
 [ 0.03105108 -0.96618027 -0.25599125]
 [ 0.94213041 -0.05724167  0.33032351]]"
427,"[[-0.33471192 -0.25198648  0.90800366]
 [ 0.03096711 -0.96600361 -0.25666722]
 [ 0.94181148 -0.05779131  0.33113607]]"
428,"[[-0.33507592 -0.25245736  0.90773865]
 [ 0.03121983 -0.96587957 -0.25710307]
 [ 0.94167378 -0.05780961  0.33152473]]"
429,"[[-0.33594258 -0.25276597  0.90733225]
 [ 0.03093619 -0.96575936 -0.25758843]
 [ 0.94137421 -0.0584655   0.33225911]]"
430,"[[-0.33664763 -0.25297705  0.90701219]
 [ 0.03098479 -0.96568996 -0.25784269]
 [ 0.94112085 -0.05869857  0.33293587]]"
431,"[[-0.33740659 -0.25377084  0.90650823]
 [ 0.03137514 -0.96547478 -0.25860016]
 [ 0.94083602 -0.05881158  0.33371968]]"
432,"[[-0.33822597 -0.25416757  0.90609169]
 [ 0.03114264 -0.96533214 -0.25916019]
 [ 0.94054954 -0.05943664  0.33441603]]"
433,"[[-0.33851203 -0.25461392  0.90585946]
 [ 0.0316268  -0.96522975 -0.25948272]
 [ 0.94043041 -0.05918859  0.33479452]]"
434,"[[-0.33924048 -0.25519534  0.90542323]
 [ 0.03130744 -0.96502943 -0.26026532]
 [ 0.94017856 -0.05994604  0.33536655]]"
435,"[[-0.34031246 -0.25543662  0.90495277]
 [ 0.03129905 -0.96493974 -0.26059867]
 [ 0.93979134 -0.06036081  0.33637589]]"
436,"[[-0.34086265 -0.25632082  0.90449547]
 [ 0.03180153 -0.96470674 -0.26139924]
 [ 0.93957495 -0.06033686  0.33698355]]"
437,"[[-0.34209017 -0.25649288  0.90398323]
 [ 0.03154302 -0.96461733 -0.26176029]
 [ 0.93913754 -0.06103125  0.3380766 ]]"
438,"[[-0.34228148 -0.25700093  0.90376655]
 [ 0.03194825 -0.96449278 -0.26216976]
 [ 0.93905418 -0.06086211  0.33833884]]"
439,"[[-0.34354235 -0.25748426  0.90315033]
 [ 0.03216133 -0.96434243 -0.26269627]
 [ 0.93858634 -0.06120078  0.33957352]]"
440,"[[-0.34447279 -0.25783717  0.90269508]
 [ 0.03200355 -0.96421156 -0.26319543]
 [ 0.9382506  -0.0617742   0.34039623]]"
441,"[[-0.34525322 -0.25871472  0.90214567]
 [ 0.03279352 -0.96399222 -0.26390072]
 [ 0.93793641 -0.06152803  0.34130543]]"
442,"[[-0.34594042 -0.25860482  0.90191392]
 [ 0.03241654 -0.96398628 -0.26396898]
 [ 0.9376963  -0.0620806   0.34186481]]"
443,"[[-0.34683274 -0.25990573  0.90119704]
 [ 0.03327645 -0.96364413 -0.26510881]
 [ 0.93733653 -0.06195979  0.34287215]]"
444,"[[-0.34789012 -0.25993155  0.90078188]
 [ 0.03317117 -0.96360889 -0.26525003]
 [ 0.93694828 -0.06239787  0.34385216]]"
445,"[[-0.34807025 -0.26083976  0.9004497 ]
 [ 0.03381558 -0.96338032 -0.26599785]
 [ 0.93685834 -0.0621367   0.34414438]]"
446,"[[-0.34905929 -0.26073588  0.90009693]
 [ 0.03367783 -0.9633824  -0.2660078 ]
 [ 0.93649532 -0.06253919  0.34505871]]"
447,"[[-0.34971434 -0.26188251  0.89950949]
 [ 0.03420461 -0.96306497 -0.2670878 ]
 [ 0.93623171 -0.06263705  0.34575504]]"
448,"[[-0.35057647 -0.26276821  0.89891537]
 [ 0.03481082 -0.96282491 -0.26787383]
 [ 0.93588685 -0.06261826  0.3466907 ]]"
449,"[[-0.35143401 -0.26265672  0.89861307]
 [ 0.0345892  -0.96282609 -0.26789829]
 [ 0.9355734  -0.06306624  0.34745471]]"
450,"[[-0.3516817  -0.26361728  0.8982348 ]
 [ 0.03515538 -0.96257237 -0.26873505]
 [ 0.9354592  -0.06293139  0.34778642]]"
451,"[[-0.35310439 -0.26361504  0.89767729]
 [ 0.0352011  -0.96254738 -0.26881857]
 [ 0.93492154 -0.0633218   0.34915943]]"
452,"[[-0.35348747 -0.26460439  0.89723526]
 [ 0.03563246 -0.96227197 -0.26974615]
 [ 0.93476036 -0.06338118  0.34957958]]"
453,"[[-0.35415081 -0.26559397  0.89668119]
 [ 0.03607949 -0.96199063 -0.27068857]
 [ 0.93449215 -0.0635128   0.35027241]]"
454,"[[-0.35429162 -0.26541731  0.89667785]
 [ 0.03577343 -0.96202021 -0.27062407]
 [ 0.93445053 -0.06380261  0.35033069]]"
455,"[[-0.35532098 -0.26625673  0.89602153]
 [ 0.03625495 -0.96177805 -0.27141957]
 [ 0.93404112 -0.06395589  0.3513934 ]]"
456,"[[-0.35604639 -0.26621979  0.89574442]
 [ 0.03593561 -0.96175216 -0.27155372]
 [ 0.9337771  -0.06449661  0.35199526]]"
457,"[[-0.35622662 -0.26720285  0.89537986]
 [ 0.03623694 -0.9614706  -0.27250903]
 [ 0.9336966  -0.06462912  0.35218383]]"
458,"[[-0.35696328 -0.26757818  0.89497442]
 [ 0.03647976 -0.96135754 -0.27287527]
 [ 0.93340587 -0.06475801  0.35293065]]"
459,"[[-0.35716938 -0.26808054  0.89474184]
 [ 0.03665999 -0.96121236 -0.27336212]
 [ 0.93331998 -0.06483537  0.35314362]]"
460,"[[-0.3575897  -0.26906578  0.89427803]
 [ 0.03708882 -0.96093163 -0.27428968]
 [ 0.93314201 -0.06491544  0.35359856]]"
461,"[[-0.3580148  -0.26927114  0.89404604]
 [ 0.03697912 -0.96085184 -0.27458381]
 [ 0.93298329 -0.06524401  0.35395638]]"
462,"[[-0.35901121 -0.26967556  0.89352458]
 [ 0.03717736 -0.96071993 -0.27501831]
 [ 0.93259259 -0.06551579  0.35493526]]"
463,"[[-0.35926415 -0.26981575  0.89338053]
 [ 0.03720318 -0.9606731  -0.27517834]
 [ 0.9324941  -0.06562512  0.35517348]]"
464,"[[-0.36003886 -0.27026367  0.89293318]
 [ 0.03742483 -0.96053377 -0.27563429]
 [ 0.9321864  -0.06582119  0.35594418]]"
465,"[[-0.36086666 -0.27032579  0.89258007]
 [ 0.03729448 -0.96048723 -0.27581405]
 [ 0.93187142 -0.06624378  0.35668941]]"
466,"[[-0.36135154 -0.27124964  0.89210358]
 [ 0.03747515 -0.96020336 -0.2767763 ]
 [ 0.93167633 -0.06658185  0.35713624]]"
467,"[[-0.36155658 -0.27121448  0.89203111]
 [ 0.03734122 -0.96020013 -0.2768056 ]
 [ 0.93160207 -0.06677135  0.35729409]]"
468,"[[-0.36220497 -0.27209147  0.89150078]
 [ 0.03765758 -0.95993572 -0.27767843]
 [ 0.93133738 -0.06700472  0.35793957]]"
469,"[[-0.36313871 -0.27223688  0.89107643]
 [ 0.03760904 -0.95986589 -0.27792629]
 [ 0.93097566 -0.06741323  0.35880278]]"
470,"[[-0.36367858 -0.27270391  0.89071351]
 [ 0.03783977 -0.95972459 -0.2783826 ]
 [ 0.93075567 -0.06753741  0.35935046]]"
471,"[[-0.36424058 -0.27369695  0.89017905]
 [ 0.03804289 -0.95941552 -0.27941832]
 [ 0.93052754 -0.0679105   0.35987022]]"
472,"[[-0.36482147 -0.27353146  0.88999204]
 [ 0.03791677 -0.95944491 -0.27933454]
 [ 0.93030511 -0.06816162  0.36039753]]"
473,"[[-0.36551338 -0.27450364  0.88940861]
 [ 0.03843248 -0.95916105 -0.28023745]
 [ 0.93001229 -0.06824835  0.36113597]]"
474,"[[-0.3663337  -0.2746355   0.88903041]
 [ 0.03819246 -0.95908272 -0.28053821]
 [ 0.92969945 -0.06881636  0.36183349]]"
475,"[[-0.36707613 -0.27515429  0.88856365]
 [ 0.03828609 -0.95890834 -0.28112095]
 [ 0.92940272 -0.06917318  0.36252714]]"
476,"[[-0.36715522 -0.27546706  0.88843394]
 [ 0.03838832 -0.95881506 -0.28142496]
 [ 0.92936715 -0.06922114  0.36260855]]"
477,"[[-0.36792484 -0.27589503  0.88798266]
 [ 0.0385332  -0.95867195 -0.28189233]
 [ 0.92905676 -0.06949837  0.36335029]]"
478,"[[-0.36839627 -0.27679885  0.88750586]
 [ 0.03882558 -0.95839517 -0.28279193]
 [ 0.92885781 -0.06972157  0.36381618]]"
479,"[[-0.36939738 -0.27709489  0.88699712]
 [ 0.03893757 -0.95828515 -0.28314913]
 [ 0.92845535 -0.07005702  0.36477725]]"
480,"[[-0.37017875 -0.27764684  0.88649876]
 [ 0.03910429 -0.95810245 -0.28374384]
 [ 0.9281372  -0.07037006  0.36552653]]"
481,"[[-0.37050518 -0.27796054  0.88626404]
 [ 0.03905313 -0.95799013 -0.28412986]
 [ 0.92800908 -0.07066022  0.36579568]]"
482,"[[-0.37126207 -0.27861002  0.88574309]
 [ 0.03933173 -0.95778432 -0.2847845 ]
 [ 0.92769466 -0.07089186  0.36654704]]"
483,"[[-0.37168843 -0.27945352  0.88529845]
 [ 0.0395451  -0.95751846 -0.28564766]
 [ 0.92751485 -0.07116269  0.36694939]]"
484,"[[-0.37235664 -0.27950791  0.8850005 ]
 [ 0.03918568 -0.95745657 -0.28590452]
 [ 0.92726212 -0.07177911  0.36746807]]"
485,"[[-0.37315576 -0.2801761   0.88445242]
 [ 0.03952629 -0.95724676 -0.28655944]
 [ 0.92692632 -0.07197218  0.36827638]]"
486,"[[-0.37358915 -0.28045713  0.88418037]
 [ 0.03957624 -0.9571486  -0.28688025]
 [ 0.92674961 -0.07218281  0.36867974]]"
487,"[[-0.37465993 -0.28119456  0.88349288]
 [ 0.04016115 -0.95692744 -0.28753604]
 [ 0.92629214 -0.07224616  0.36981565]]"
488,"[[-0.37535101 -0.28209776  0.88291137]
 [ 0.04052965 -0.95664412 -0.28842569]
 [ 0.92599621 -0.07247679  0.37051069]]"
489,"[[-0.37642289 -0.28218088  0.88242839]
 [ 0.04044049 -0.95658242 -0.28864275]
 [ 0.92556495 -0.07296592  0.37149121]]"
490,"[[-0.37655664 -0.28289866  0.88214151]
 [ 0.04078964 -0.95637141 -0.28929216]
 [ 0.92549527 -0.07295269  0.37166765]]"
491,"[[-0.37758861 -0.2829164   0.88169462]
 [ 0.0404045  -0.95630822 -0.28955496]
 [ 0.92509165 -0.07370827  0.37252258]]"
492,"[[-0.37821158 -0.28350849  0.88123719]
 [ 0.04064988 -0.95611676 -0.29015227]
 [ 0.92482627 -0.07391677  0.3731391 ]]"
493,"[[-0.37868348 -0.28448943  0.88071822]
 [ 0.04100029 -0.95580873 -0.29111621]
 [ 0.92461765 -0.0741312   0.37361313]]"
494,"[[-0.37980367 -0.28466607  0.88017855]
 [ 0.04092685 -0.95571455 -0.29143555]
 [ 0.92416127 -0.07466533  0.3746342 ]]"
495,"[[-0.37994952 -0.28551082  0.87984196]
 [ 0.04137683 -0.95546688 -0.29218317]
 [ 0.9240813  -0.07460977  0.37484262]]"
496,"[[-0.38153418 -0.28576473  0.8790734 ]
 [ 0.04160152 -0.955358   -0.29250708]
 [ 0.92341801 -0.07503063  0.37638974]]"
497,"[[-0.38216565 -0.28665195  0.87851011]
 [ 0.04198289 -0.95507616 -0.29337171]
 [ 0.92313963 -0.07523418  0.37703168]]"
498,"[[-0.3829622  -0.28748306  0.8778915 ]
 [ 0.04227723 -0.95480039 -0.29422584]
 [ 0.92279609 -0.07556256  0.37780649]]"
499,"[[-0.38415225 -0.28773506  0.87728877]
 [ 0.0422573  -0.95468139 -0.29461459]
 [ 0.92230222 -0.07610501  0.37890192]]"
500,"[[-0.38424698 -0.28843526  0.87701739]
 [ 0.04252811 -0.95446568 -0.29527384]
 [ 0.92225038 -0.07616022  0.37901739]]"
501,"[[-0.38557437 -0.28869118  0.87635028]
 [ 0.04271422 -0.9543578  -0.29559546]
 [ 0.92168753 -0.07654141  0.38030713]]"
502,"[[-0.3861453  -0.28971313  0.87576149]
 [ 0.04333764 -0.9540482  -0.29650275]
 [ 0.92141941 -0.07653972  0.38095684]]"
503,"[[-0.38678342 -0.29048184  0.87522514]
 [ 0.04353972 -0.95378632 -0.29731458]
 [ 0.92114224 -0.07688932  0.38155647]]"
504,"[[-0.38818253 -0.29081482  0.87449479]
 [ 0.04363602 -0.95364127 -0.2977654 ]
 [ 0.92054891 -0.07742786  0.38287698]]"
505,"[[-0.3883036  -0.2916631   0.87415836]
 [ 0.04408562 -0.95338634 -0.29851455]
 [ 0.92047632 -0.07737644  0.38306131]]"
506,"[[-0.38919992 -0.29171322  0.87374299]
 [ 0.0439373  -0.95333088 -0.2987135 ]
 [ 0.92010485 -0.07786936  0.38385338]]"
507,"[[-0.38988161 -0.29269909  0.87310922]
 [ 0.04441846 -0.95301417 -0.29965148]
 [ 0.91979317 -0.07804646  0.38456417]]"
508,"[[-0.39064581 -0.29343269  0.87252108]
 [ 0.0446616  -0.95276032 -0.30042155]
 [ 0.91945697 -0.07839022  0.38529689]]"
509,"[[-0.39173823 -0.29342548  0.87203357]
 [ 0.04453705 -0.95271995 -0.30056805]
 [ 0.91899811 -0.07890618  0.38628499]]"
510,"[[-0.3918628  -0.29423268  0.87170561]
 [ 0.04497746 -0.95247546 -0.3012765 ]
 [ 0.91892359 -0.07885194  0.38647353]]"
511,"[[-0.39300307 -0.29440998  0.87113221]
 [ 0.04508485 -0.95238944 -0.30153226]
 [ 0.91843123 -0.07922824  0.38756536]]"
512,"[[-0.39453225 -0.29547231  0.8700807 ]
 [ 0.04441561 -0.95191584 -0.30312289]
 [ 0.91780802 -0.08094659  0.38868508]]"
513,"[[-0.39548786 -0.29630533  0.86936324]
 [ 0.04450985 -0.95160385 -0.30408713]
 [ 0.91739204 -0.08156752  0.38953617]]"
514,"[[-0.39567331 -0.29647134  0.86922236]
 [ 0.04453436 -0.95154217 -0.30427652]
 [ 0.91731099 -0.08168386  0.38970322]]"
